state,park,recreation_visitors,recreation_visitors_percent_change,recreation_visitor_days,recreation_visitor_days_percent_change,non_recreation_visitors,non_recreation_visitors_percent_change,recreation_visitor_hours,recreation_visitor_hours_percent_change,non_recreation_visitor_hours,non_recreation_visitor_hours_percent_change,concessioner_lodging_overnights,concessioner_lodging_overnights_percent_change,concessioner_camping_overnights,concessioner_camping_overnights_percent_change,tent_overnights,tent_overnights_percent_change,recreation_vehicle_overnights,recreation_vehicle_overnights_percent_change,back_country_overnights,back_country_overnights_percent_change,non_recreation_overnights,non_recreation_overnights_percent_change,misc_overnights,misc_overnights_percent_change,total_recreation_visitors,total_recreation_visitors_percent_change,total_recreation_visitor_days,total_recreation_visitor_days_percent_change,total_non_recreation_visitors,total_non_recreation_visitors_percent_change,total_recreation_visitor_hours,total_recreation_visitor_hours_percent_change,total_non_recreation_visitor_hours,total_non_recreation_visitor_hours_percent_change,total_concessioner_lodging_overnights,total_concessioner_lodging_overnights_percent_change,total_concessioner_camping_overnights,total_concessioner_camping_overnights_percent_change,total_tent_overnights,total_tent_overnights_percent_change,total_recreation_vehicle_overnights,total_recreation_vehicle_overnights_percent_change,total_back_country_overnights,total_back_country_overnights_percent_change,total_non_recreation_overnights,total_non_recreation_overnights_percent_change,total_misc_overnights,total_misc_overnights_percent_change,grand_total_recreation_visitors,grand_total_recreation_visitors_percent_change,grand_total_recreation_visitor_days,grand_total_recreation_visitor_days_percent_change,grand_total_non_recreation_visitors,grand_total_non_recreation_visitors_percent_change,grand_total_recreation_visitor_hours,grand_total_recreation_visitor_hours_percent_change,grand_total_non_recreation_visitor_hours,grand_total_non_recreation_visitor_hours_percent_change,grand_total_concessioner_lodging_overnights,grand_total_concessioner_lodging_overnights_percent_change,grand_total_concessioner_camping_overnights,grand_total_concessioner_camping_overnights_percent_change,grand_total_tent_overnights,grand_total_tent_overnights_percent_change,grand_total_recreation_vehicle_overnights,grand_total_recreation_vehicle_overnights_percent_change,grand_total_back_country_overnights,grand_total_back_country_overnights_percent_change,grand_total_non_recreation_overnights,grand_total_non_recreation_overnights_percent_change,grand_total_misc_overnights,grand_total_misc_overnights_percent_change
New Mexico,El Morro NM,"57,827",5.45%,"13,556",4.00%,"12,100",5.33%,"162,682",4.00%,"3,994",5.38%,0,,0,,915,31.65%,"1,561",-11.66%,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Fort Union NM,"9,217",-3.69%,906,-3.62%,240,0.00%,"10,876",-3.68%,24,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Gila Cliff Dwellings NM,"47,378",39.46%,"5,211",22.73%,0,,"62,543",22.73%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Manhattan Project NHP,"25,538",26.30%,"1,114",28.79%,0,,"13,371",28.75%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Pecos NHP,"46,726",-7.85%,"4,972",-7.87%,0,,"59,674",-7.86%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Petroglyph NM,"354,534",12.72%,"59,089",12.72%,0,,"709,068",12.72%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Salinas Pueblo Missions NM,"38,106",-3.67%,"6,225",-5.71%,0,,"74,709",-5.70%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,Valles Caldera NPRES,"82,111",7.91%,"21,234",9.16%,763,-14.08%,"254,818",9.16%,"6,104",-16.88%,0,,0,,0,,0,,176,0.57%,0,6.50%,606,-100.00%,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New Mexico,White Sands NP,"702,236",-3.68%,"116,033",-2.35%,0,,"1,392,406",-2.35%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New Mexico,"2,375,358",4.85%,"594,412",7.84%,"26,036",-1.64%,"7,133,040",7.84%,"21,891",-8.21%,0,,0,,"18,032",,"20,194",,639,,0,,"8,760",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,African Burial Ground NM,"36,007",-11.78%,"1,869",-9.67%,0,,"22,428",-9.69%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Castle Clinton NM,"3,822,759",-2.72%,"159,760",-2.61%,264,41.94%,"1,917,130",-2.61%,64,72.97%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Eleanor Roosevelt NHS,"23,699",37.87%,"2,962",37.90%,0,,"35,547",37.86%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Federal Hall NMEM,"63,314",-17.51%,"4,049",-21.36%,"7,086",24.78%,"48,596",-21.36%,"20,117",25.04%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Fire Island NS,"303,731",1.60%,"88,712",-6.24%,"199,041",4.49%,"1,064,551",-6.25%,"597,123",4.49%,429,10.85%,"6,355",53.32%,0,,0,,"2,739",-0.11%,0,-94.12%,614,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Fort Stanwix NM,"79,704",-4.43%,"9,963",-4.43%,0,,"119,556",-4.43%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Gateway NRA,"7,065,817",0.22%,"1,504,026",-0.94%,"880,353",11.26%,"18,048,313",-0.94%,"1,760,705",11.26%,0,,0,,0,,0,,0,,0,312.68%,"4,395",,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,General Grant NMEM,"110,602",31.43%,"4,814",55.24%,"7,693",-15.83%,"57,770",55.24%,"15,321",-15.12%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Governors Island NM,"63,086",63.14%,"10,514",63.13%,0,,"126,170",63.13%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Hamilton Grange NMEM,"63,647",30.76%,"3,396",21.37%,65,-19.75%,"40,755",21.35%,18,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Home of Franklin D. Roosevelt NHS,"123,848",5.14%,"15,388",1.53%,0,,"184,662",1.53%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Martin Van Buren NHS,"17,712",42.40%,"2,103",20.65%,0,,"25,241",20.68%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Sagamore Hill NHS,"130,259",-0.82%,"27,137",-0.82%,0,,"325,648",-0.82%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Saint Paul's Church NHS,"12,135",4.48%,"1,418",6.30%,250,4.17%,"17,022",6.31%,188,11.90%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Saratoga NHP,"116,537",14.32%,"23,924",14.27%,"77,605",-0.30%,"287,095",14.27%,"6,210",-0.29%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Statue of Liberty NM,"3,722,029",-0.47%,"1,395,761",-0.47%,0,,"16,749,132",-0.47%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Stonewall NM,"2,302,641",176.54%,"175,056",190.32%,"4,813",6.72%,"2,100,672",190.31%,"19,252",6.72%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Theodore Roosevelt Birthplace NHS,"25,086",26.11%,"2,371",33.80%,123,92.19%,"28,453",33.79%,54,80.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Theodore Roosevelt Inaugural NHS,"30,141",30.15%,"4,944",44.06%,0,,"59,330",44.04%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Upper Delaware S&RR,"188,531",15.22%,"45,174",1.80%,"90,134",-11.02%,"542,089",1.80%,"7,397",-10.76%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Vanderbilt Mansion NHS,"406,077",19.99%,"39,785",16.67%,0,,"477,428",16.68%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
New York,Women's Rights NHP,"33,691",-6.24%,"2,926",-3.46%,"1,344",0.00%,"35,118",-3.46%,672,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal New York,"18,741,053",8.98%,"3,526,052",2.95%,"1,268,771",,"42,312,706",2.95%,"2,427,121",,429,,"6,355",,0,,0,,"2,739",,0,,"5,009",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Blue Ridge PKWY,"11,271,170",8.48%,"5,794,935",7.81%,"631,173",-56.67%,"69,539,222",7.81%,"315,590",-56.67%,"10,410",-40.92%,0,,"42,025",-19.32%,"27,094",-28.04%,146,-56.29%,0,,0,,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Cape Hatteras NS,"2,762,954",-2.24%,"1,290,390",-2.62%,"141,654",-2.38%,"15,484,685",-2.62%,"425,297",-2.72%,0,,0,,"69,827",-7.54%,"88,926",2.26%,0,,28,-2.14%,"3,662",-82.05%,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Cape Lookout NS,"552,786",4.30%,"234,725",-0.95%,"2,160",0.00%,"2,816,705",-0.95%,"6,480",0.00%,0,,0,,0,,0,,"21,380",-4.58%,0,-1.21%,"24,683",,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Carl Sandburg Home NHS,"113,362",-23.94%,"14,170",-23.94%,0,,"170,043",-23.94%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Fort Raleigh NHS,"274,783",4.25%,"29,797",-1.99%,"1,344",0.00%,"357,574",-1.99%,"1,344",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Great Smoky Mountains NP,"2,884,314",-50.70%,"945,676",-73.70%,0,,"11,348,115",-73.70%,0,,0,,0,,"61,966",-9.01%,"63,524",26.70%,"31,249",-15.98%,0,-9.29%,"17,382",,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Guilford Courthouse NMP,"461,143",13.93%,"20,827",11.94%,"2,011,307",21.98%,"249,934",11.94%,"16,696",21.99%,0,,0,,0,,0,,0,,0,1500.00%,128,,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Moores Creek NB,"69,079",24.50%,"3,598",11.70%,0,,"43,176",11.70%,0,,0,,0,,0,,0,,0,-100.00%,0,,0,,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Carolina,Wright Brothers NMEM,"406,593",-3.99%,"33,882",-3.99%,"2,190",0.00%,"406,593",-3.99%,"1,095",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal North Carolina,"18,796,184",-10.04%,"8,368,000",-21.35%,"2,789,828",-14.33%,"100,416,047",-21.35%,"766,502",-35.49%,"10,410",-40.92%,0,,"173,818",-11.19%,"179,544",2.74%,"52,775",-12.27%,28,,"45,855",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Dakota,Fort Union Trading Post NHS,"12,028",-7.06%,"1,230",-8.21%,238,-38.50%,"14,768",-8.16%,59,-39.18%,0,,0,,0,,0,,0,,0,,0,,Subtotal North Dakota,"755,846",-1.57%,"238,587",6.43%,"7,328",-2.94%,"2,863,058",6.43%,"2,488",-2.89%,0,,0,,"14,211",,"22,108",,653,,0,,"2,781",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Dakota,Knife River Indian Villages NHS,"10,867",33.60%,"1,311",33.50%,512,-12.48%,"15,737",33.50%,257,-12.29%,0,,0,,0,,0,,0,,0,,0,,Subtotal North Dakota,"755,846",-1.57%,"238,587",6.43%,"7,328",-2.94%,"2,863,058",6.43%,"2,488",-2.89%,0,,0,,"14,211",,"22,108",,653,,0,,"2,781",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
North Dakota,Theodore Roosevelt NP,"732,951",-1.86%,"236,046",6.40%,"6,578",0.00%,"2,832,553",6.40%,"2,172",0.00%,0,,0,,"14,211",21.43%,"22,108",3.02%,653,-9.05%,0,-10.72%,"2,781",,Subtotal North Dakota,"755,846",-1.57%,"238,587",6.43%,"7,328",-2.94%,"2,863,058",6.43%,"2,488",-2.89%,0,,0,,"14,211",,"22,108",,653,,0,,"2,781",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
